RA;TURMA;TURMA_NOME
21006316;NA1MCTA007-17SA;Compiladores A1-Noturno (Santo André)
21006316;NAMCZB012-13SA;Inferência Estatística A-Noturno (Santo André)
21006316;NA1MCTA016-13SA;Paradigmas de Programação A1-Noturno (Santo André)
21006316;DA2MCTA024-13SA;Sistemas Digitais A2-Matutino (Santo André)
21006316;NA1MCTA025-13SA;Sistemas Distribuídos A1-Noturno (Santo André)
11201723057;NA4BCS0001-15SA;Base Experimental das Ciências Naturais A4-Noturno (Santo André)
11201723057;DA1ESTG004-17SB;Elaboração, Análise e Avaliação de Projetos A1-Matutino (São Bernardo)
11201723057;NAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Noturno (São Bernardo)
11201723057;NA1ESZG010-17SB;Planejamento e Controle de Projetos A1-Noturno (São Bernardo)
11201720370;NA1NHT5004-15SA;Educação Científica, Sociedade e Cultura A1-Noturno (Santo André)
11201720370;NB3BCJ0205-15SA;Fenômenos Térmicos B3-Noturno (Santo André)
11201720370;NA1ESTO005-17SA;Introdução às Engenharias A1-Noturno (Santo André)
11201720370;NA1ESTO006-17SA;Materiais e Suas Propriedades A1-Noturno (Santo André)
11202131393;DB1BIS0003-15SB;Bases Matemáticas B1-Matutino (São Bernardo)
11202131393;DB1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente B1-Matutino (São Bernardo)
11202131393;DB1BHQ0002-15SB;Estudos Étnico-Raciais B1-Matutino (São Bernardo)
11202131393;DB2BHP0001-15SB;Ética e Justiça B2-Matutino (São Bernardo)
11202131393;DB1BHQ0301-15SB;Território e Sociedade B1-Matutino (São Bernardo)
11201721425;NA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Noturno (São Bernardo)
11201721425;NA1ESZR006-13SB;Dinâmica e Desafios dos Processos Migratórios A1-Noturno (São Bernardo)
11201721425;NA1ESHR903-18SB;Metodologia de Pesquisa em Relações Internacionais (TCC 1) A1-Noturno (São Bernardo)
11202021248;NA3BCS0001-15SB;Base Experimental das Ciências Naturais A3-Noturno (São Bernardo)
11202021248;NA1BIR0004-15SB;Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo)
11202021248;NA1BCN0407-15SB;Funções de Várias Variáveis A1-Noturno (São Bernardo)
11201921318;NA1BCJ0205-15SA;Fenômenos Térmicos A1-Noturno (Santo André)
11201921318;NA2BCN0407-15SA;Funções de Várias Variáveis A2-Noturno (Santo André)
11201921318;NA3BCK0104-15SA;Interações Atômicas e Moleculares A3-Noturno (Santo André)
11201921318;NA9BCM0505-15SA;Processamento da Informação A9-Noturno (Santo André)
11069013;DAESTI020-17SA;Teoria de Filas e Análise de Desempenho A-Matutino (Santo André)
11201921911;NA1ESZU006-17SA;Economia, Sociedade e Meio Ambiente A1-Noturno (Santo André)
11201921911;NA1ESTO017-17SA;Métodos Experimentais em Engenharia A1-Noturno (Santo André)
11201921911;NANHZ6003-18SA;Nanobiotecnologia A-Noturno (Santo André)
11201921911;DA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Matutino (São Bernardo)
11202020114;NA4BCS0001-15SA;Base Experimental das Ciências Naturais A4-Noturno (Santo André)
11202020114;DAESTO013-17SA;Engenharia Econômica A-Matutino (Santo André)
11202020114;DA1ESTO011-17SA;Fundamentos de Desenho Técnico A1-Matutino (Santo André)
11202020114;NA1ESTO005-17SA;Introdução às Engenharias A1-Noturno (Santo André)
11202020114;NA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Noturno (Santo André)
11201810918;DA1NHI5002-15SB;Didática A1-Matutino (São Bernardo)
11201810918;DA1NHT5004-15SA;Educação Científica, Sociedade e Cultura A1-Matutino (Santo André)
11201810918;DA1NHZ3076-15SA;Eletromagnetismo III A1-Matutino (Santo André)
11201810918;NA1NHT3065-15SA;Laboratório de Física III A1-Noturno (Santo André)
11201810918;DA1NHI5015-15SA;LIBRAS A1-Matutino (Santo André)
11202131394;NA1BIQ0602-15SA;Estrutura e Dinâmica Social A1-Noturno (Santo André)
11202131394;NB2BCN0407-15SA;Funções de Várias Variáveis B2-Noturno (Santo André)
11202131394;NA1ESTO012-17SA;Princípios de Administração A1-Noturno (Santo André)
11202210072;DA1BHO1102-19SB;Introdução à Economia A1-Matutino (São Bernardo)
11202210072;DA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Matutino (São Bernardo)
11202210072;DA1ESHP019-13SB;Regimes e Formas de Governo A1-Matutino (São Bernardo)
11202210072;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11202210072;DA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Matutino (São Bernardo)
11029515;NB1NHT5004-15SA;Educação Científica, Sociedade e Cultura B1-Noturno (Santo André)
11029515;NA1MCTA016-13SA;Paradigmas de Programação A1-Noturno (Santo André)
11029515;NB1ESTA019-17SA;Projeto Assistido por Computador B1-Noturno (Santo André)
11201921091;NBMCTB010-13SA;Cálculo Vetorial e Tensorial B-Noturno (Santo André)
11201921091;DAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Matutino (São Bernardo)
11201921091;DAESTM005-17SA;Materiais Metálicos A-Matutino (Santo André)
11201921091;DAESTM006-17SA;Materiais Poliméricos A-Matutino (Santo André)
11201921091;NA1ESTO017-17SA;Métodos Experimentais em Engenharia A1-Noturno (Santo André)
11201921617;DA1ESTA004-17SA;Circuitos Elétricos II A1-Matutino (Santo André)
11201921617;NC1ESTO902-17SA;Engenharia Unificada I C1-Noturno (Santo André)
11201921617;NBESTO903-17SA;Engenharia Unificada II B-Noturno (Santo André)
11201921617;NB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Noturno (Santo André)
11201921617;DC1ESTO017-17SA;Métodos Experimentais em Engenharia C1-Matutino (Santo André)
21028515;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
21028515;DA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Matutino (São Bernardo)
21028515;NA1MCTC007-15SB;Pesquisa e Comunicação Científica A1-Noturno (São Bernardo)
11202130726;DB3BCJ0205-15SA;Fenômenos Térmicos B3-Matutino (Santo André)
11202130726;DB2BCN0407-15SA;Funções de Várias Variáveis B2-Matutino (Santo André)
11202130726;DB8BCM0505-15SA;Processamento da Informação B8-Matutino (Santo André)
11202130726;DB4BCL0307-15SA;Transformações Químicas B4-Matutino (Santo André)
11202020796;DA3BIS0005-15SB;Bases Computacionais da Ciência A3-Matutino (São Bernardo)
11202020796;DA1ESHC007-21SB;Economia Brasileira I A1-Matutino (São Bernardo)
11202020796;DB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Matutino (São Bernardo)
11202020796;DA1ESHC022-17SB;Macroeconomia I A1-Matutino (São Bernardo)
11065413;NAMCTB001-17SA;Álgebra Linear A-Noturno (Santo André)
11065413;DA1BCJ0204-15SB;Fenômenos Mecânicos A1-Matutino (São Bernardo)
11065413;DA2BCN0407-15SA;Funções de Várias Variáveis A2-Matutino (Santo André)
11202020349;NBMCTB009-17SB;Cálculo Numérico B-Noturno (São Bernardo)
11202020349;NA1BIR0603-15SB;Ciência, Tecnologia e Sociedade A1-Noturno (São Bernardo)
11202020349;NB1BIQ0602-15SB;Estrutura e Dinâmica Social B1-Noturno (São Bernardo)
11202020349;NA4ESTO005-17SA;Introdução às Engenharias A4-Noturno (Santo André)
11202020349;NAESTO012-17SB;Princípios de Administração A-Noturno (São Bernardo)
11202020349;NA1NHZ6007-18SA;Segurança e Regulamentação em Biotecnologia A1-Noturno (Santo André)
21007216;DA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Matutino (São Bernardo)
11201810398;NBMCTB009-17SA;Cálculo Numérico B-Noturno (Santo André)
11201810398;NA1ESTO001-17SB;Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo)
11201810398;NB1ESTO011-17SA;Fundamentos de Desenho Técnico B1-Noturno (Santo André)
11201810398;NB1ESTO006-17SA;Materiais e Suas Propriedades B1-Noturno (Santo André)
11201720490;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11202020875;NA2BCJ0204-15SA;Fenômenos Mecânicos A2-Noturno (Santo André)
11202020875;NB3BCN0407-15SA;Funções de Várias Variáveis B3-Noturno (Santo André)
11202020875;DD1ESTO005-17SA;Introdução às Engenharias D1-Matutino (Santo André)
11202020875;DAESTM005-17SA;Materiais Metálicos A-Matutino (Santo André)
11036815;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
11036815;DA1NHT1072-15SA;Ecologia Comportamental A1-Matutino (Santo André)
11036815;NA2MCTA024-13SA;Sistemas Digitais A2-Noturno (Santo André)
11202021898;NB1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna B1-Noturno (Santo André)
11202021898;NA2BCK0104-15SA;Interações Atômicas e Moleculares A2-Noturno (Santo André)
11202021898;NB2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B2-Noturno (Santo André)
11202021898;NA2ESTO012-17SA;Princípios de Administração A2-Noturno (Santo André)
11201720968;DA1MCZA053-22SA;Desenvolvimento Guiado por Tipos A1-Matutino (Santo André)
11201720968;NA1MCZA032-17SA;Introdução à Programação de Jogos A1-Noturno (Santo André)
11202210073;NA1BHQ0004-19SB;Estudos de Gênero A1-Noturno (São Bernardo)
11202210073;NA2BHP0001-15SB;Ética e Justiça A2-Noturno (São Bernardo)
11202210073;NA1BHQ0001-15SB;Identidade e Cultura A1-Noturno (São Bernardo)
11202022156;DB1BCN0402-15SA;Funções de Uma Variável B1-Matutino (Santo André)
11202022156;DB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Matutino (Santo André)
11202022156;NA1ESTO005-17SA;Introdução às Engenharias A1-Noturno (Santo André)
11202022156;DB4BCM0505-15SA;Processamento da Informação B4-Matutino (Santo André)
11028216;NB1BCS0002-15SB;Projeto Dirigido B1-Noturno (São Bernardo)
11201921562;DANHZ6009-18SA;Biologia Sintética A-Matutino (Santo André)
11201921562;NA1NHZ6013-18SA;Biotecnologia Animal A1-Noturno (Santo André)
11201921562;NA2BCN0402-15SA;Funções de Uma Variável A2-Noturno (Santo André)
11201921562;DA4BCL0307-15SA;Transformações Químicas A4-Matutino (Santo André)
21001912;NA1ESZR021-16SB;Oriente Médio nas Relações Internacionais A1-Noturno (São Bernardo)
21001912;NA1ESZR017-14SB;Regimes de negociação ambiental internacional e a atuação brasileira A1-Noturno (São Bernardo)
11202020703;NB1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna B1-Noturno (Santo André)
11202020703;NA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Noturno (Santo André)
11202020703;NA1ESTU010-17SA;Microbiologia Ambiental A1-Noturno (Santo André)
11202020771;NI2BCS0001-15SB;Base Experimental das Ciências Naturais I2-Noturno (São Bernardo)
11202020771;NB6BCL0307-15SA;Transformações Químicas B6-Noturno (Santo André)
11035316;NAESTS012-17SB;Aeroelasticidade A-Noturno (São Bernardo)
11035316;NAESTS004-17SB;Desempenho de Aeronaves A-Noturno (São Bernardo)
11035316;DA1ESZI027-17SA;Informação e Sociedade A1-Matutino (Santo André)
11035316;DAESZS031-17SB;Placas e Cascas A-Matutino (São Bernardo)
11035316;DA1ESZU030-17SA;Riscos no Ambiente Urbano A1-Matutino (Santo André)
11202021200;DAMCTB001-17SA;Álgebra Linear A-Matutino (Santo André)
11202021200;NAMCTB009-17SB;Cálculo Numérico A-Noturno (São Bernardo)
11202021200;DB1ESTO011-17SA;Fundamentos de Desenho Técnico B1-Matutino (Santo André)
11202021200;DA1BCK0104-15SA;Interações Atômicas e Moleculares A1-Matutino (Santo André)
11202021200;DB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B1-Matutino (Santo André)
11201723101;DB1BCS0001-15SB;Base Experimental das Ciências Naturais B1-Matutino (São Bernardo)
11202020364;NA4BIS0005-15SB;Bases Computacionais da Ciência A4-Noturno (São Bernardo)
11202020364;NB1BIS0003-15SB;Bases Matemáticas B1-Noturno (São Bernardo)
11202020364;NA1ESZR018-14SB;Regimes de negociação comercial internacional e a atuação brasileira A1-Noturno (São Bernardo)
11202020364;NA1ESHR027-14SB;Trajetórias Internacionais do Continente Africano A1-Noturno (São Bernardo)
11202111180;NB1BIS0003-15SB;Bases Matemáticas B1-Noturno (São Bernardo)
11202111180;NB1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente B1-Noturno (São Bernardo)
11202111180;NB1BHQ0002-15SB;Estudos Étnico-Raciais B1-Noturno (São Bernardo)
11202111180;NB2BHP0001-15SB;Ética e Justiça B2-Noturno (São Bernardo)
11202111180;NB1BHQ0301-15SB;Território e Sociedade B1-Noturno (São Bernardo)
21052416;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
21052416;NA1ESHR016-13SB;Sistema Financeiro Internacional: de Bretton Woods ao non-sistema A1-Noturno (São Bernardo)
11201921995;NA1ESHC012-21SB;Economia Institucional A1-Noturno (São Bernardo)
11201921995;NA1ESHC027-17SB;Economia Matemática A1-Noturno (São Bernardo)
11201921995;NA1ESHC016-17SB;Finanças Corporativas A1-Noturno (São Bernardo)
11201921995;NAESTO006-17SB;Materiais e Suas Propriedades A-Noturno (São Bernardo)
11201921995;NA1ESZT022-17SB;Modelos Econômicos e Análise das Dinâmicas Territoriais A1-Noturno (São Bernardo)
11202022087;NB1BIR0004-15SB;Bases Epistemológicas da Ciência Moderna B1-Noturno (São Bernardo)
11202022087;NB1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente B1-Noturno (São Bernardo)
11201812147;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11201812147;DA1MCTA003-17SA;Análise de Algoritmos A1-Matutino (Santo André)
11201812147;DA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Matutino (Santo André)
11201812147;DA1MCTA024-13SA;Sistemas Digitais A1-Matutino (Santo André)
11072416;DA1MCZA053-22SA;Desenvolvimento Guiado por Tipos A1-Matutino (Santo André)
11072416;NAESTO013-17SA;Engenharia Econômica A-Noturno (Santo André)
11072416;NA1MCZA008-17SA;Interação Humano-Computador A1-Noturno (Santo André)
11072416;NAMCZB031-17SA;Teoria dos Jogos A-Noturno (Santo André)
11201822521;DB3BCS0001-15SA;Base Experimental das Ciências Naturais B3-Matutino (Santo André)
11201822521;DA1BCN0404-15SA;Geometria Analítica A1-Matutino (Santo André)
11201822521;DA2BCK0104-15SA;Interações Atômicas e Moleculares A2-Matutino (Santo André)
11202020420;DAMCTB001-17SA;Álgebra Linear A-Matutino (Santo André)
11202020420;NANHT4017-15SA;Funções e Reações Orgânicas A-Noturno (Santo André)
11202020420;DA2BCK0104-15SA;Interações Atômicas e Moleculares A2-Matutino (Santo André)
11202020420;DB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B1-Matutino (Santo André)
11202020420;DA1ESTO006-17SA;Materiais e Suas Propriedades A1-Matutino (Santo André)
21072716;NA1ESHC027-17SB;Economia Matemática A1-Noturno (São Bernardo)
21072716;NA1BHQ0002-15SA;Estudos Étnico-Raciais A1-Noturno (Santo André)
21072716;NB1BHP0001-15SB;Ética e Justiça B1-Noturno (São Bernardo)
21072716;NA1BCN0405-15SB;Introdução às Equações Diferenciais Ordinárias A1-Noturno (São Bernardo)
11201721752;NB1NHI5002-15SA;Didática B1-Noturno (Santo André)
11201721752;NA1ESTI002-17SA;Eletrônica Digital A1-Noturno (Santo André)
11201721752;NBESTO903-17SA;Engenharia Unificada II B-Noturno (Santo André)
11201721752;NAESTA006-17SA;Fotônica A-Noturno (Santo André)
11201721752;NA1NHI5015-15SA;LIBRAS A1-Noturno (Santo André)
11202020236;NA1ESTO005-17SA;Introdução às Engenharias A1-Noturno (Santo André)
11202020236;NA3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A3-Noturno (Santo André)
11202020236;NB1ESTO012-17SA;Princípios de Administração B1-Noturno (Santo André)
11202020236;NA4BCL0307-15SA;Transformações Químicas A4-Noturno (Santo André)
11201920749;NB3BCJ0204-15SA;Fenômenos Mecânicos B3-Noturno (Santo André)
11201920749;NA1BCN0402-15SA;Funções de Uma Variável A1-Noturno (Santo André)
11201920749;NC1BCL0307-15SA;Transformações Químicas C1-Noturno (Santo André)
11201722998;DA1ESTA018-17SA;Eletromagnetismo Aplicado A1-Matutino (Santo André)
11201722998;DA1ESTI002-17SA;Eletrônica Digital A1-Matutino (Santo André)
11201722998;NA2ESTO902-17SA;Engenharia Unificada I A2-Noturno (Santo André)
11201722998;NCESTO903-17SA;Engenharia Unificada II C-Noturno (Santo André)
11201722998;NAESTI006-17SA;Processamento Digital de Sinais A-Noturno (Santo André)
11072415;NAMCTB015-17SA;Funções de Variável Complexa A-Noturno (Santo André)
11072415;NAMCTB020-17SA;Teoria da Medida e Integração A-Noturno (Santo André)
11201811681;DA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Matutino (São Bernardo)
11201811681;DA1ESHC016-17SB;Finanças Corporativas A1-Matutino (São Bernardo)
11201811681;DA1BHO1102-19SB;Introdução à Economia A1-Matutino (São Bernardo)
11201811681;DA1ESZR017-14SB;Regimes de negociação ambiental internacional e a atuação brasileira A1-Matutino (São Bernardo)
11201811681;DB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Matutino (São Bernardo)
11201810158;DA1ESHC035-21SB;Econometria I A1-Matutino (São Bernardo)
11201810158;DA1ESHC027-17SB;Economia Matemática A1-Matutino (São Bernardo)
11201810158;DA1ESHC016-17SB;Finanças Corporativas A1-Matutino (São Bernardo)
11201810158;NA1ESHC013-21SB;Relações Comerciais e de Investimento Internacionais A1-Noturno (São Bernardo)
21058312;NAMCZB012-13SA;Inferência Estatística A-Noturno (Santo André)
21058312;NA1MCTA016-13SA;Paradigmas de Programação A1-Noturno (Santo André)
21058312;NA1MCTA025-13SA;Sistemas Distribuídos A1-Noturno (Santo André)
11201812377;NA1ESTG001-17SB;Custos A1-Noturno (São Bernardo)
11201812377;NB2BCK0104-15SA;Interações Atômicas e Moleculares B2-Noturno (Santo André)
11201812377;DAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Matutino (São Bernardo)
11201812377;DA1ESZG032-17SA;Modelos e Ferramentas de Gestão Ambiental A1-Matutino (Santo André)
11201720280;DA1MCTA003-17SA;Análise de Algoritmos A1-Matutino (Santo André)
11201720280;DA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Matutino (Santo André)
11201720280;DB1ESTO012-17SA;Princípios de Administração B1-Matutino (Santo André)
11201720280;DA1MCTA018-13SA;Programação Orientada a Objetos A1-Matutino (Santo André)
11201720280;DA1NHZ5019-15SA;Tecnologias da Informação e Comunicação na Educação A1-Matutino (Santo André)
21049115;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
21049115;NA1ESHP019-13SB;Regimes e Formas de Governo A1-Noturno (São Bernardo)
11201811599;DAMCTB010-13SA;Cálculo Vetorial e Tensorial A-Matutino (Santo André)
11201811599;DA1NHT3068-15SA;Mecânica Clássica I A1-Matutino (Santo André)
11201811599;DB3BCM0505-15SA;Processamento da Informação B3-Matutino (Santo André)
11202021095;NB3BCJ0204-15SA;Fenômenos Mecânicos B3-Noturno (Santo André)
11202021095;NB1BCN0404-15SA;Geometria Analítica B1-Noturno (Santo André)
11201720682;DA1ESTE027-17SA;Laboratório de Calor e Fluidos A1-Matutino (Santo André)
11201720682;NB1ESTE026-17SA;Laboratório de Máquinas Térmicas e Hidráulicas B1-Noturno (Santo André)
11201720682;NAESTE014-17SA;Sistemas Térmicos A-Noturno (Santo André)
11108914;NA1MCTA007-17SA;Compiladores A1-Noturno (Santo André)
11108914;NB2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B2-Noturno (Santo André)
11042815;NA1ESTA021-17SA;Introdução ao Controle Discreto A1-Noturno (Santo André)
11042815;DA1ESZA023-17SA;Introdução ao Controle Moderno A1-Matutino (Santo André)
11042815;DA1ESZA016-17SA;Optoeletrônica A1-Matutino (Santo André)
11202130722;DB1BIS0003-15SB;Bases Matemáticas B1-Matutino (São Bernardo)
11202130722;DB1BHQ0002-15SB;Estudos Étnico-Raciais B1-Matutino (São Bernardo)
11202130722;DB2BHP0001-15SB;Ética e Justiça B2-Matutino (São Bernardo)
11202130722;DB1BHQ0301-15SB;Território e Sociedade B1-Matutino (São Bernardo)
11201812210;NA1MCTA007-17SA;Compiladores A1-Noturno (Santo André)
11201812210;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
11201812210;DA1MCZA053-22SA;Desenvolvimento Guiado por Tipos A1-Matutino (Santo André)
11201812210;NA1MCZA017-13SA;Processamento de Linguagem Natural A1-Noturno (Santo André)
11201812210;NA1ESHR016-13SB;Sistema Financeiro Internacional: de Bretton Woods ao non-sistema A1-Noturno (São Bernardo)
11202130728;DA1BCJ0205-15SA;Fenômenos Térmicos A1-Matutino (Santo André)
11202130728;DA2BCN0407-15SA;Funções de Várias Variáveis A2-Matutino (Santo André)
11202130728;DD1ESTO005-17SA;Introdução às Engenharias D1-Matutino (Santo André)
11202130728;DA1BCM0505-15SA;Processamento da Informação A1-Matutino (Santo André)
11202130728;NA3BCL0307-15SB;Transformações Químicas A3-Noturno (São Bernardo)
11021616;DA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Matutino (Santo André)
11021616;DA1ESZU006-17SA;Economia, Sociedade e Meio Ambiente A1-Matutino (Santo André)
11021616;DA1ESZU028-17SA;Geotecnia Aplicada ao Planejamento Urbano-Ambiental A1-Matutino (Santo André)
11021616;NA1ESTU009-17SA;Hidrologia A1-Noturno (Santo André)
11021616;NB1ESTU036-17SA;Sistemas de Drenagem Urbana B1-Noturno (Santo André)
11021616;NA1ESZU021-17SA;Unidades de Conservação da Natureza A1-Noturno (Santo André)
11201921783;NA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Noturno (São Bernardo)
11201921783;DA1ESTO008-17SA;Mecânica dos Sólidos I A1-Matutino (Santo André)
11201921783;DA1ESTO017-17SA;Métodos Experimentais em Engenharia A1-Matutino (Santo André)
11201921783;DA1ESTG023-17SB;Organização do Trabalho A1-Matutino (São Bernardo)
11201921783;DB1BCS0002-15SB;Projeto Dirigido B1-Matutino (São Bernardo)
11201920811;NA3MCTA003-17SA;Análise de Algoritmos A3-Noturno (Santo André)
11201920811;NBMCTB009-17SA;Cálculo Numérico B-Noturno (Santo André)
11201920811;NAESTE018-17SA;Fundamentos de Sistemas Dinâmicos A-Noturno (Santo André)
11201920811;NA2BCS0002-15SA;Projeto Dirigido A2-Noturno (Santo André)
11202131039;NA1BIS0003-15SB;Bases Matemáticas A1-Noturno (São Bernardo)
11202131039;NA1BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente A1-Noturno (Santo André)
11202131039;NA2BHQ0002-15SB;Estudos Étnico-Raciais A2-Noturno (São Bernardo)
11202131039;NA2BHP0001-15SB;Ética e Justiça A2-Noturno (São Bernardo)
11202131039;NA1BHQ0301-15SB;Território e Sociedade A1-Noturno (São Bernardo)
11001515;NA2MCTA003-17SA;Análise de Algoritmos A2-Noturno (Santo André)
11001515;NA1MCZA017-13SA;Processamento de Linguagem Natural A1-Noturno (Santo André)
11001515;NA1MCTA018-13SA;Programação Orientada a Objetos A1-Noturno (Santo André)
11201722703;NA1MCTC001-15SB;Introdução à Filosofia da Mente A1-Noturno (São Bernardo)
11201722703;NA1MCTC021-15SB;Introdução à Neurociência Computacional A1-Noturno (São Bernardo)
11201722703;NA1MCTC007-15SB;Pesquisa e Comunicação Científica A1-Noturno (São Bernardo)
11201722703;NA1MCTC020-15SB;Psicologia Experimental A1-Noturno (São Bernardo)
11202130729;NB1BCJ0205-15SA;Fenômenos Térmicos B1-Noturno (Santo André)
11202130729;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11202130729;NB1BCM0505-15SA;Processamento da Informação B1-Noturno (Santo André)
11202130729;NB3BCL0307-15SA;Transformações Químicas B3-Noturno (Santo André)
21012710;DA2BHQ0002-15SB;Estudos Étnico-Raciais A2-Matutino (São Bernardo)
21012710;DA1NHI5015-15SA;LIBRAS A1-Matutino (Santo André)
11202021900;NA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)
11202021900;NB1BIQ0602-15SA;Estrutura e Dinâmica Social B1-Noturno (Santo André)
11201720830;NB2BCK0104-15SA;Interações Atômicas e Moleculares B2-Noturno (Santo André)
11201720830;NANHZ6003-18SA;Nanobiotecnologia A-Noturno (Santo André)
11201720830;NANHZ6006-18SA;Proteínas Recombinantes A-Noturno (Santo André)
11201720830;NA1NHZ6007-18SA;Segurança e Regulamentação em Biotecnologia A1-Noturno (Santo André)
11027416;DA1MCTC021-15SB;Introdução à Neurociência Computacional A1-Matutino (São Bernardo)
11027416;DA1NHT1059-15SA;Morfofisiologia Humana II A1-Matutino (Santo André)
11027416;NA1MCTC020-15SB;Psicologia Experimental A1-Noturno (São Bernardo)
11201722576;DAESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A-Matutino (São Bernardo)
11201722576;DA1BCJ0205-15SB;Fenômenos Térmicos A1-Matutino (São Bernardo)
11201722576;DB1BHQ0301-15SB;Território e Sociedade B1-Matutino (São Bernardo)
11201722576;DA1BCL0307-15SB;Transformações Químicas A1-Matutino (São Bernardo)
11201812090;DA1MCZA002-17SA;Aprendizado de Máquina A1-Matutino (Santo André)
11201812090;NAESTA013-17SA;Fundamentos de Robótica A-Noturno (Santo André)
11201812090;NA1MCZA008-17SA;Interação Humano-Computador A1-Noturno (Santo André)
11201812090;NA1MCZA032-17SA;Introdução à Programação de Jogos A1-Noturno (Santo André)
11201812090;NA1MCZA017-13SA;Processamento de Linguagem Natural A1-Noturno (Santo André)
11202020142;NA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)
11202020142;NB1BIQ0602-15SA;Estrutura e Dinâmica Social B1-Noturno (Santo André)
11202020180;NAMCTB001-17SA;Álgebra Linear A-Noturno (Santo André)
11202020180;DA1BIQ0602-15SA;Estrutura e Dinâmica Social A1-Matutino (Santo André)
11202020180;DB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Matutino (Santo André)
11202020180;DB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B1-Matutino (Santo André)
11202130937;DA2BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente A2-Matutino (São Bernardo)
11202130937;DA1BHQ0002-15SB;Estudos Étnico-Raciais A1-Matutino (São Bernardo)
11202130937;DA1BHP0001-15SB;Ética e Justiça A1-Matutino (São Bernardo)
11202130937;DA1BHO1102-19SB;Introdução à Economia A1-Matutino (São Bernardo)
11202130937;NA2BIN0406-15SB;Introdução à Probabilidade e à Estatística A2-Noturno (São Bernardo)
11202130937;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11201722233;NA9BCM0505-15SA;Processamento da Informação A9-Noturno (Santo André)
11201722233;NA6BCL0307-15SA;Transformações Químicas A6-Noturno (Santo André)
11202210074;DA1ESHR024-14SB;História da Política Externa Brasileira A1-Matutino (São Bernardo)
11202210074;DA1BHQ0001-15SB;Identidade e Cultura A1-Matutino (São Bernardo)
11202210074;DA1BHO1102-19SB;Introdução à Economia A1-Matutino (São Bernardo)
11202210074;DB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Matutino (São Bernardo)
11202210074;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11201811595;DA1ESTA001-17SA;Dispositivos Eletrônicos A1-Matutino (Santo André)
