RA;TURMA;TURMA_NOME
11201721483;DA2ESTA002-17SA;Circuitos Elétricos I A2-Matutino (Santo André)
11201721483;NA3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A3-Noturno (Santo André)
11201721921;DA1ESTA002-17SA;Circuitos Elétricos I A1-Matutino (Santo André)
11201721921;DA1ESTA004-17SA;Circuitos Elétricos II A1-Matutino (Santo André)
11201721921;DBESTO903-17SA;Engenharia Unificada II B-Matutino (Santo André)
11201721921;DB2BCK0104-15SA;Interações Atômicas e Moleculares B2-Matutino (Santo André)
11201721921;DA1ESTA014-17SA;Sistemas CAD/CAM A1-Matutino (Santo André)
11202130999;DA1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André)
11202130999;DB8BCM0505-15SA;Processamento da Informação B8-Matutino (Santo André)
11202130999;DB5BCL0307-15SA;Transformações Químicas B5-Matutino (Santo André)
11202130471;DA9BCJ0205-15SA;Fenômenos Térmicos A9-Matutino (Santo André)
11202130471;DA2BCN0407-15SA;Funções de Várias Variáveis A2-Matutino (Santo André)
11202130471;DA4BCM0505-15SA;Processamento da Informação A4-Matutino (Santo André)
11202130471;DC3BCL0307-15SA;Transformações Químicas C3-Matutino (Santo André)
11017814;NA1MCZA032-17SA;Introdução à Programação de Jogos A1-Noturno (Santo André)
11201722372;DA1ESZU028-17SA;Geotecnia Aplicada ao Planejamento Urbano-Ambiental A1-Matutino (Santo André)
11201722372;NA1ESTU007-17SA;Habitação e Assentamentos Humanos A1-Noturno (Santo André)
11201722372;DAESZM033-17SA;Reciclagem e Ambiente A-Matutino (Santo André)
11201722372;NA1ESTU034-17SA;Sistemas de Abastecimento de Águas A1-Noturno (Santo André)
11201722372;DA1ESTU035-17SA;Sistemas de Esgotamento Sanitário A1-Matutino (Santo André)
11201722372;DA1ESZU021-17SA;Unidades de Conservação da Natureza A1-Matutino (Santo André)
11009115;DA1ESTG020-17SB;Sistemas e Processos de Produção A1-Matutino (São Bernardo)
11201810516;DA1MCZA002-17SA;Aprendizado de Máquina A1-Matutino (Santo André)
11201810516;NA1MCTA007-17SA;Compiladores A1-Noturno (Santo André)
11201810516;DA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Matutino (Santo André)
11201810516;DA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Matutino (São Bernardo)
11201810516;DA1ESZI041-18SA;Programação de Software Embarcado A1-Matutino (Santo André)
11201810516;NA1BCS0002-15SB;Projeto Dirigido A1-Noturno (São Bernardo)
11201811050;NA1ESHR027-14SB;Trajetórias Internacionais do Continente Africano A1-Noturno (São Bernardo)
11202020258;DB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Matutino (Santo André)
11202020258;DB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B1-Matutino (Santo André)
11202020258;DA1ESTO014-17SA;Termodinâmica Aplicada I A1-Matutino (Santo André)
11201810470;DB8BCM0505-15SA;Processamento da Informação B8-Matutino (Santo André)
11201810470;DB2BCL0307-15SA;Transformações Químicas B2-Matutino (Santo André)
21004016;NA1ESTB025-17SB;Instrumentação Biomédica I A1-Noturno (São Bernardo)
21004016;NA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Noturno (São Bernardo)
21004016;NA1ESTB024-17SB;Modelagem de Sistemas Dinâmicos II A1-Noturno (São Bernardo)
11048616;NAMCTB010-13SB;Cálculo Vetorial e Tensorial A-Noturno (São Bernardo)
11048616;NA1ESHC027-17SB;Economia Matemática A1-Noturno (São Bernardo)
11048616;NBESTO013-17SB;Engenharia Econômica B-Noturno (São Bernardo)
11048616;NCESTO902-17SB;Engenharia Unificada I C-Noturno (São Bernardo)
11201922292;NA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Noturno (São Bernardo)
11201922292;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
11201922292;NA1BHQ0004-19SB;Estudos de Gênero A1-Noturno (São Bernardo)
11201922292;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
11201922292;NA1ESHP019-13SB;Regimes e Formas de Governo A1-Noturno (São Bernardo)
11201720674;NB1BCN0402-15SA;Funções de Uma Variável B1-Noturno (Santo André)
11201720674;NB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Noturno (Santo André)
11201822525;NA1BCN0407-15SA;Funções de Várias Variáveis A1-Noturno (Santo André)
11201822525;NC1BCL0307-15SA;Transformações Químicas C1-Noturno (Santo André)
11202020132;DA1BIS0005-15SB;Bases Computacionais da Ciência A1-Matutino (São Bernardo)
11202020132;DA1BIS0003-15SB;Bases Matemáticas A1-Matutino (São Bernardo)
11165209;NBESTS006-17SB;Laboratório de Guiagem, Navegação e Controle B-Noturno (São Bernardo)
11201721584;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
11201721584;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
11201721584;NA1ESHP012-13SB;Introdução ao Direito Administrativo A1-Noturno (São Bernardo)
11201721584;NA1ESHP019-13SB;Regimes e Formas de Governo A1-Noturno (São Bernardo)
11201810474;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
11201810474;NA1ESHT017-17SB;Planejamento e Política Ambiental A1-Noturno (São Bernardo)
11202131000;NB3BCJ0205-15SA;Fenômenos Térmicos B3-Noturno (Santo André)
11202131000;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11202131000;DA1ESTO011-17SA;Fundamentos de Desenho Técnico A1-Matutino (Santo André)
11202131000;NB4BCM0505-15SA;Processamento da Informação B4-Noturno (Santo André)
11202131000;NB3BCL0307-15SA;Transformações Químicas B3-Noturno (Santo André)
11201720528;NAESZM035-17SA;Aditivação de Polímeros A-Noturno (Santo André)
11201720528;NB1ESTA023-17SA;Introdução aos Processos de Fabricação B1-Noturno (Santo André)
11201720528;NA1MCZD004-18SA;Matemática nos anos iniciais A1-Noturno (Santo André)
11201720528;DAESZM033-17SA;Reciclagem e Ambiente A-Matutino (Santo André)
11201720528;NBESTM002-17SA;Tópicos Experimentais em Materiais I B-Noturno (Santo André)
11202131001;DA2BCJ0205-15SB;Fenômenos Térmicos A2-Matutino (São Bernardo)
11202131001;DA2BCN0407-15SB;Funções de Várias Variáveis A2-Matutino (São Bernardo)
11202131001;DA1BCM0505-15SB;Processamento da Informação A1-Matutino (São Bernardo)
11202131001;DA3BCL0307-15SB;Transformações Químicas A3-Matutino (São Bernardo)
11201921619;DAESTO013-17SA;Engenharia Econômica A-Matutino (Santo André)
11201921619;DB1BCS0002-15SB;Projeto Dirigido B1-Matutino (São Bernardo)
11201921800;NB1BIR0603-15SB;Ciência, Tecnologia e Sociedade B1-Noturno (São Bernardo)
11201921800;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
11201921800;NB1BHP0001-15SB;Ética e Justiça B1-Noturno (São Bernardo)
11201921800;NB1ESHR027-14SB;Trajetórias Internacionais do Continente Africano B1-Noturno (São Bernardo)
11202020172;NA5BCM0505-15SA;Processamento da Informação A5-Noturno (Santo André)
11202020172;NC3BCL0307-15SA;Transformações Químicas C3-Noturno (Santo André)
11201921281;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11201921281;DAESTO016-17SA;Fenômenos de Transporte A-Matutino (Santo André)
11201921281;DA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Matutino (São Bernardo)
11201921281;DA1ESTG023-17SB;Organização do Trabalho A1-Matutino (São Bernardo)
11202021188;DA1BIS0003-15SB;Bases Matemáticas A1-Matutino (São Bernardo)
11202021188;DB1BIQ0602-15SB;Estrutura e Dinâmica Social B1-Matutino (São Bernardo)
11202021188;DA1BCN0402-15SB;Funções de Uma Variável A1-Matutino (São Bernardo)
11202021188;DA1BCN0404-15SB;Geometria Analítica A1-Matutino (São Bernardo)
11201810776;DAESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A-Matutino (São Bernardo)
11201810776;DAESTS009-17SB;Materiais Compósitos e Aplicações Estruturais A-Matutino (São Bernardo)
11201810776;DA1ESTA020-17SA;Modelagem e Controle A1-Matutino (Santo André)
11201810776;DAESZS031-17SB;Placas e Cascas A-Matutino (São Bernardo)
11201810776;DA1ESTU039-17SA;Regulação Ambiental e Urbanística A1-Matutino (Santo André)
11201810776;NA1ESTA014-17SA;Sistemas CAD/CAM A1-Noturno (Santo André)
11202111117;NA1BIR0004-15SB;Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo)
11202111117;NB1BIR0603-15SB;Ciência, Tecnologia e Sociedade B1-Noturno (São Bernardo)
11202111117;NA1BIQ0602-15SB;Estrutura e Dinâmica Social A1-Noturno (São Bernardo)
11202111117;NA2BIN0406-15SB;Introdução à Probabilidade e à Estatística A2-Noturno (São Bernardo)
11201720166;NA2MCTA003-17SA;Análise de Algoritmos A2-Noturno (Santo André)
11201720166;NBMCTB009-17SB;Cálculo Numérico B-Noturno (São Bernardo)
11201720166;DA1MCTA007-17SA;Compiladores A1-Matutino (Santo André)
11201720166;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
11201720166;NA1MCZA017-13SA;Processamento de Linguagem Natural A1-Noturno (Santo André)
21076716;DA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Matutino (São Bernardo)
21076716;DA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Matutino (São Bernardo)
21076716;DA1NHI5015-15SA;LIBRAS A1-Matutino (Santo André)
11201920644;NB1BIR0603-15SA;Ciência, Tecnologia e Sociedade B1-Noturno (Santo André)
11201920644;NA3BCK0104-15SA;Interações Atômicas e Moleculares A3-Noturno (Santo André)
11201920644;NA5BCM0505-15SA;Processamento da Informação A5-Noturno (Santo André)
11202131002;DA7BCJ0205-15SA;Fenômenos Térmicos A7-Matutino (Santo André)
11202131002;DA1BCN0407-15SA;Funções de Várias Variáveis A1-Matutino (Santo André)
11202131002;DA7BCM0505-15SA;Processamento da Informação A7-Matutino (Santo André)
11202131002;DA1BCL0307-15SA;Transformações Químicas A1-Matutino (Santo André)
11065116;DA1ESZG012-17SB;Projetos Industriais A1-Matutino (São Bernardo)
11065116;Da1ESTG025-17SA;Propriedade Intelectual a1-Matutino (Santo André)
11065116;NA1ESTG016-17SB;Qualidade em Sistemas A1-Noturno (São Bernardo)
11202021521;NB1BIR0603-15SA;Ciência, Tecnologia e Sociedade B1-Noturno (Santo André)
11202021521;DAESTO013-17SA;Engenharia Econômica A-Matutino (Santo André)
11202021521;DA2BCN0407-15SA;Funções de Várias Variáveis A2-Matutino (Santo André)
11202021521;DA1ESTO005-17SA;Introdução às Engenharias A1-Matutino (Santo André)
11201720296;NA1ESZG001-17SB;Análise de Redes de Transporte e Distribuição A1-Noturno (São Bernardo)
11201720296;NA1ESTO001-17SA;Circuitos Elétricos e Fotônica A1-Noturno (Santo André)
11201720296;DA1ESTG004-17SB;Elaboração, Análise e Avaliação de Projetos A1-Matutino (São Bernardo)
11201720296;Da1ESTG025-17SA;Propriedade Intelectual a1-Matutino (Santo André)
11201720296;NA1ESTG016-17SB;Qualidade em Sistemas A1-Noturno (São Bernardo)
21032316;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
21032316;NANHH2019-13SB;Filosofia da Linguagem A-Noturno (São Bernardo)
21032316;NANHZ2109-18SB;Teoria das Ciências Humanas A-Noturno (São Bernardo)
11201722369;DA1MCTA007-17SA;Compiladores A1-Matutino (Santo André)
11201722369;DA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Matutino (Santo André)
11201722369;DA1ESZI027-17SA;Informação e Sociedade A1-Matutino (Santo André)
11201722369;DIESTO008-17SB;Mecânica dos Sólidos I I-Matutino (São Bernardo)
11201722369;DA1NHZ4035-15SA;Processos Industriais Orgânicos e Inorgânicos A1-Matutino (Santo André)
11201722369;NAESTM013-17SA;Seleção de Materiais A-Noturno (Santo André)
11201810221;DB1ESTO011-17SA;Fundamentos de Desenho Técnico B1-Matutino (Santo André)
11201810221;NA1BCN0404-15SA;Geometria Analítica A1-Noturno (Santo André)
11201810221;DA2BCS0002-15SB;Projeto Dirigido A2-Matutino (São Bernardo)
11201810221;DA2MCTA024-13SA;Sistemas Digitais A2-Matutino (Santo André)
11201721845;DAESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A-Matutino (São Bernardo)
11201721845;NA1BCK0104-15SA;Interações Atômicas e Moleculares A1-Noturno (Santo André)
11201721845;DAESTO015-17SB;Mecânica dos Fluidos I A-Matutino (São Bernardo)
11201721845;NA1ESTO017-17SA;Métodos Experimentais em Engenharia A1-Noturno (Santo André)
11201721845;NB1ESTA003-17SA;Sistemas de Controle I B1-Noturno (Santo André)
11201932472;NA4BCS0001-15SA;Base Experimental das Ciências Naturais A4-Noturno (Santo André)
11201932472;NA1ESTO902-17SA;Engenharia Unificada I A1-Noturno (Santo André)
11201932472;NB2BCN0407-15SA;Funções de Várias Variáveis B2-Noturno (Santo André)
11201932472;NB4BCK0104-15SA;Interações Atômicas e Moleculares B4-Noturno (Santo André)
11201932472;NA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Noturno (Santo André)
11202020843;NA1BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente A1-Noturno (Santo André)
11202020843;NA1BHQ0002-15SA;Estudos Étnico-Raciais A1-Noturno (Santo André)
11201722079;NA1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo A1-Noturno (São Bernardo)
11201722079;NA1ESZR021-16SB;Oriente Médio nas Relações Internacionais A1-Noturno (São Bernardo)
11201722079;NA2BHS0005-19SB;Práticas em Ciências e Humanidades A2-Noturno (São Bernardo)
11201722079;NB1ESHR027-14SB;Trajetórias Internacionais do Continente Africano B1-Noturno (São Bernardo)
11201920903;NA2MCTC001-15SB;Introdução à Filosofia da Mente A2-Noturno (São Bernardo)
11201920903;NA1MCTC018-15SB;Neuropsicofarmacologia A1-Noturno (São Bernardo)
11201920903;NA1MCTC009-15SB;Progressos e Métodos em Neurociência A1-Noturno (São Bernardo)
11201920903;NA1MCTC020-15SB;Psicologia Experimental A1-Noturno (São Bernardo)
11201922411;NB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Noturno (São Bernardo)
11201922411;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
11201922411;NA1ESHR015-13SB;Segurança Internacional em Perspectiva Histórica e Desafios Contemporâneos A1-Noturno (São Bernardo)
11201922411;NB1ESHR027-14SB;Trajetórias Internacionais do Continente Africano B1-Noturno (São Bernardo)
11201810407;NB1ESTG001-17SB;Custos B1-Noturno (São Bernardo)
11201810407;DA1ESTG005-17SB;Engenharia Econômica Aplicada a Sistemas de Gestão A1-Matutino (São Bernardo)
11201810407;DA1ESTG023-17SB;Organização do Trabalho A1-Matutino (São Bernardo)
11202130781;NA2BCJ0205-15SA;Fenômenos Térmicos A2-Noturno (Santo André)
11202130781;NA2BCN0407-15SA;Funções de Várias Variáveis A2-Noturno (Santo André)
11202130781;NA8BCM0505-15SA;Processamento da Informação A8-Noturno (Santo André)
11202130781;NA1BCL0307-15SA;Transformações Químicas A1-Noturno (Santo André)
11202021758;NB1BIR0603-15SA;Ciência, Tecnologia e Sociedade B1-Noturno (Santo André)
11202021758;NA1BIQ0602-15SA;Estrutura e Dinâmica Social A1-Noturno (Santo André)
11202021758;NA3BCK0104-15SA;Interações Atômicas e Moleculares A3-Noturno (Santo André)
11202021758;NB2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias B2-Noturno (Santo André)
11202020181;NA1NHT1072-15SA;Ecologia Comportamental A1-Noturno (Santo André)
11202020181;NB1NHT5004-15SA;Educação Científica, Sociedade e Cultura B1-Noturno (Santo André)
11201721710;NA1MCTA007-17SA;Compiladores A1-Noturno (Santo André)
11201721710;NA1MCZA017-13SA;Processamento de Linguagem Natural A1-Noturno (Santo André)
11201721710;NA2MCTA024-13SA;Sistemas Digitais A2-Noturno (Santo André)
11201822403;NA1ESHC003-17SB;Desenvolvimento Socioeconômico A1-Noturno (São Bernardo)
11201822403;NAESTO013-17SB;Engenharia Econômica A-Noturno (São Bernardo)
11201822403;DA1BHQ0001-15SB;Identidade e Cultura A1-Matutino (São Bernardo)
11201822403;DB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Matutino (São Bernardo)
11201920567;NAESTO013-17SA;Engenharia Econômica A-Noturno (Santo André)
11201920567;NA1BCN0407-15SB;Funções de Várias Variáveis A1-Noturno (São Bernardo)
11201920567;NB1ESTO011-17SB;Fundamentos de Desenho Técnico B1-Noturno (São Bernardo)
11201920567;NB1BCK0104-15SB;Interações Atômicas e Moleculares B1-Noturno (São Bernardo)
11201721392;NAESTS012-17SB;Aeroelasticidade A-Noturno (São Bernardo)
11201721392;NAESTS018-17SB;Transferência de Calor Aplicada a Sistemas Aeroespaciais A-Noturno (São Bernardo)
21066712;NA1ESHP031-14SB;Avaliação e Monitoramento de Políticas Públicas A1-Noturno (São Bernardo)
21066712;NA1ESZP008-13SB;Políticas Públicas de Gênero, Etnia e Geração A1-Noturno (São Bernardo)
21066712;NA1ESHP028-14SB;Políticas Públicas para Sociedade da Informação A1-Noturno (São Bernardo)
21066712;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11201811395;NA1BIQ0602-15SB;Estrutura e Dinâmica Social A1-Noturno (São Bernardo)
11201811395;NA1BCJ0204-15SB;Fenômenos Mecânicos A1-Noturno (São Bernardo)
11201811395;NA1BCN0404-15SB;Geometria Analítica A1-Noturno (São Bernardo)
11201722323;NAMCTD024-18SA;Análise na Educação Básica A-Noturno (Santo André)
11201722323;NB1NHT5004-15SA;Educação Científica, Sociedade e Cultura B1-Noturno (Santo André)
11201722323;NAMCTD009-18SA;Geometria Plana Axiomática A-Noturno (Santo André)
11201722323;DAESTM006-17SA;Materiais Poliméricos A-Matutino (Santo André)
11201722323;DAMCTD017-18SA;Práticas de Ensino de Matemática II A-Matutino (Santo André)
11202210120;NA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Noturno (São Bernardo)
11202210120;NA1ESHC027-17SB;Economia Matemática A1-Noturno (São Bernardo)
11202210120;NA1BHO1102-19SB;Introdução à Economia A1-Noturno (São Bernardo)
11202210120;NA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Noturno (São Bernardo)
11202210120;NB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Noturno (São Bernardo)
11201921446;NA2MCTC007-15SB;Pesquisa e Comunicação Científica A2-Noturno (São Bernardo)
11201921446;NA1MCTC020-15SB;Psicologia Experimental A1-Noturno (São Bernardo)
11201922365;DA1ESZU002-17SA;Compostagem A1-Matutino (Santo André)
11201922365;NA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A2-Noturno (Santo André)
11201922365;NA6BCM0505-15SA;Processamento da Informação A6-Noturno (Santo André)
11201922365;NA5BCL0307-15SA;Transformações Químicas A5-Noturno (Santo André)
21023915;NA1ESTA004-17SA;Circuitos Elétricos II A1-Noturno (Santo André)
21023915;NA2ESTI020-17SA;Teoria de Filas e Análise de Desempenho A2-Noturno (Santo André)
11201721299;NAESTS012-17SB;Aeroelasticidade A-Noturno (São Bernardo)
